Property_id,Offer,URL,Property_type,Include_w_e,Title,Area,Governorate,Beds,Baths,Size,Availability_date,Agent_name,Agency,Amenities,rent
10594,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-919265.html,Apartment,Exclusive,LUXURIOS | NEAT | BALCONY | CINEMA,Al Juffair,Capital Governorate,1,2,700 sqft / 65 sqm,3 Sep 2025,Anna Lavina,Stratus Properties,12.0,350.0
3875,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-951186.html,Apartment,Inclusive,Newly Furnished I Modern I Closed Kitchen I Pool,Al Juffair,Capital Governorate,2,2,"1,399 sqft / 130 sqm",7 Sep 2025,Antony Shaiju,VH Homes,15.0,350.0
9425,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-hidd-931383.html,Apartment,Exclusive,Sea View | Maid Service | Gym | New Furniture,Hidd,Muharraq Governorate,2,2,807 sqft / 75 sqm,20 Jun 2025,Eardly Kent,Best Location Properties,15.0,360.0
10854,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-reef-island-916504.html,Apartment,Exclusive,Huge Balcony-Sunsets-Unlimited EWA-1 Month Free,Reef Island,Capital Governorate,2,3,"1,604 sqft / 149 sqm",18 Jun 2023,Dawn Williams,ASK Real Estate,15.0,675.0
2818,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-952904.html,Apartment,Inclusive,TOP-NOTCH FACILITIES | SEA VIEW | LUXURIOUS 1BHK,Al Juffair,Capital Governorate,1,2,732 sqft / 68 sqm,13 Sep 2025,Rolin Faouri,Instant Homz,14.0,400.0
11640,Rent,https://www.propertyfinder.bh/en/plp/rent/villa-for-rent-northern-governorate-saar-905003.html,Villa,Inclusive,Modern 3 bed villa with private pool semi furnitur,Saar,Northern Governorate,3+ Maid,3,"4,306 sqft / 400 sqm",4 Mar 2025,Aby N,4You Properties,12.0,800.0
13460,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-northern-governorate-jeblat-hebshi-778351.html,Apartment,Exclusive,Flat in jablat Habishi for rent - good location,Jeblat Hebshi,Northern Governorate,2,2,829 sqft / 77 sqm,,Ahmed Alasfoor,Grnata,1.0,250.0
13845,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-hoora-698441.html,Apartment,Exclusive,Affordable 1 bhk flat with balcony,Hoora,Capital Governorate,1,1,"1,023 sqft / 95 sqm",9 Jan 2024,AlZamil Properties,Al Zamil Properties,1.0,185.0
12673,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-segaya-868649.html,Apartment,Inclusive,"Spacious Furnished 1BR Apt with Gym,Pool &amp; EWA","Segaya, Manama",Capital Governorate,1,2,"1,184 sqft / 110 sqm",8 Mar 2025,Anu K H,4You Properties,9.0,370.0
7427,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-942026.html,Apartment,Inclusive,URBAN COMFORT WITH SKYLINE AESTHETICS,Al Juffair,Capital Governorate,1,1,700 sqft / 65 sqm,4 Aug 2025,Farhan Tariq,BHH Real Estate,16.0,350.0
12134,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-hidd-891191.html,Apartment,Exclusive,Stunning I Navy I Brand New I Sea view,Hidd,Muharraq Governorate,2,2,"1,152 sqft / 107 sqm",29 Jan 2025,Abdulwahab Waheed,Esnad Management,13.0,575.0
11947,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-northern-governorate-bu-quwah-saraya-2-896317.html,Apartment,Inclusive,Beautiful &amp; Modern 1 BHK Apartment for Rent,"Saraya 2, Bu Quwah",Northern Governorate,1,1,807 sqft / 75 sqm,11 Feb 2025,Mustafa Al Halwachi,Property Inn,10.0,330.0
11254,Rent,https://www.propertyfinder.bh/en/plp/rent/villa-for-rent-northern-governorate-budaiya-912110.html,Villa,Exclusive,Rent a Villa with a Private Pool,Budaiya,Northern Governorate,4+ Maid,3,11 sqft / 1 sqm,27 Mar 2025,Brunilda Rrapa,BR Properties,7.0,900.0
12988,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-847625.html,Apartment,Inclusive,Modern 2BHK flats in central Juffair,Al Juffair,Capital Governorate,2,3,"1,292 sqft / 120 sqm",1 Jan 2024,Philip John,Weekend Construction,9.0,350.0
9778,Rent,https://www.propertyfinder.bh/en/plp/rent/compound-for-rent-northern-governorate-al-jasra-928210.html,Compound,Exclusive,"Private Pool, Private Garden- Pure Bliss",Al Jasra,Northern Governorate,4+ Maid,4,11 sqft / 1 sqm,12 Jun 2025,Brunilda Rrapa,BR Properties,12.0,1300.0
1736,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-diyar-al-muharraq-marassi-al-bahrain-954605.html,Apartment,Inclusive,LUXURY 2BR | BALCONY | BEACH ACCESS,"Marassi Al Bahrain, Diyar Al Muharraq",Muharraq Governorate,2,3,"1,206 sqft / 112 sqm",18 Sep 2025,Farhan Tariq,BHH Real Estate,17.0,500.0
7398,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-seef-942135.html,Apartment,Inclusive,Sea View Furnished 2BHK | Gym | Pool | Balcony,Seef,Capital Governorate,2,3,"1,432 sqft / 133 sqm",5 Aug 2025,Alifya,Luxury Homes,6.0,700.0
11016,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-914378.html,Apartment,Exclusive,For rent spacious 2bhk in Manama,Manama,Capital Governorate,2,2,969 sqft / 90 sqm,10 Apr 2025,Yes Real Estate,Yes Real Estate,1.0,150.0
4256,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-northern-governorate-saar-950646.html,Apartment,Inclusive,Large Two Bedroom Apartment With Private Garden,Saar,Northern Governorate,2+ Maid,2,"2,260 sqft / 210 sqm",4 Sep 2025,Mehaboob,4You Properties,11.0,550.0
11669,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-busaiteen-904430.html,Apartment,Exclusive,Nice Studio At Near King Hamad Hospital,Busaiteen,Muharraq Governorate,studio,1,463 sqft / 43 sqm,3 Mar 2025,Black Swan,Black Swan,8.0,31500.0
2476,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-hidd-953448.html,Apartment,Inclusive,MODERN/SPACIOUS/02 BEDROOMS/HIDD,Hidd,Muharraq Governorate,2,2,"1,184 sqft / 110 sqm",15 Sep 2025,JUNAID MUNAWAR,Best Buy Real Estate,10.0,320.0
10757,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-hidd-917432.html,Apartment,Inclusive,Studio Fully Furnished | Unlimited EWA | Hidd,Hidd,Muharraq Governorate,studio,2,753 sqft / 70 sqm,27 Apr 2025,Muhammad Usman,Luxury Homes,1.0,210.0
14081,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-manama-downtown-491359.html,Apartment,Exclusive,Manama 197 (2) | Prime Location |,"Manama Downtown, Manama",Capital Governorate,2,2,"1,249 sqft / 116 sqm",1 Dec 2022,Husain Ali,Zayani Properties,,260.0
3714,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-busaiteen-951453.html,Apartment,Inclusive,Near King Hamad Hospital I Family I Gas Cooking,Busaiteen,Muharraq Governorate,3,3,"1,722 sqft / 160 sqm",8 Sep 2025,V.C. Edison,Alaska Properties,15.0,400.0
12670,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-amwaj-islands-amwaj-marina-868916.html,Apartment,Exclusive,BRAND NEW | SEA VIEW | BRIGHT AND SPACIOUS,"Amwaj Marina, Amwaj Islands",Muharraq Governorate,2,3,"1,152 sqft / 107 sqm",17 Aug 2025,Leslie Jali Jali,Almoayyed property solutions,14.0,450.0
1805,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-um-al-hasam-954510.html,Apartment,Inclusive,The LOFT | Internet | Luxury Living | Spacious |,"Um Al Hasam, Manama",Capital Governorate,1,2,829 sqft / 77 sqm,18 Sep 2025,Mohammad Saiyed,Alforsa Real Estate,14.0,330.0
708,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-amwaj-islands-amwaj-avenue-956199.html,Apartment,Inclusive,BEST OFFER / AMAZING APARTMENT / SPACIOUS,"Amwaj Avenue, Amwaj Islands",Muharraq Governorate,2,3,"1,561 sqft / 145 sqm",25 Sep 2025,Kristina Rakikji,OKA Real Estate,9.0,430.0
11239,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-912271.html,Apartment,Inclusive,Good offer 1bhk in prime location,Al Juffair,Capital Governorate,1,2,646 sqft / 60 sqm,30 Nov 2023,Tareq Abdulameer Abdulla Almahoozi,Dream Land Real Estate,9.0,280.0
12975,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-849473.html,Apartment,Inclusive,LUXURY | GREAT FACILITIES | BRIGHT |HIGH FLOOR,Al Juffair,Capital Governorate,1,1,807 sqft / 75 sqm,14 Sep 2025,khan Mohammad khan,Al Bariq Real Estate,14.0,290.0
5190,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-busaiteen-948974.html,Apartment,Inclusive,Modern | Spacious | Good Location | Pool | Balcony,Busaiteen,Muharraq Governorate,2,2,"1,076 sqft / 100 sqm",29 Aug 2025,Mohamed Jamal,MJK Properties,7.0,350.0
12273,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-central-governorate-tubli-885248.html,Apartment,Inclusive,"Affordable, Good Looking and Comfortable Studio",Tubli,Central Governorate,studio,1,431 sqft / 40 sqm,15 Jan 2025,vivek DL,Dream Land Real Estate,8.0,200.0
5473,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-hidd-948074.html,Apartment,Exclusive,Fabulous - Easy Access - Spacious - Quality,Hidd,Muharraq Governorate,2,3,"1,292 sqft / 120 sqm",25 Aug 2025,Ahmed Alkuwaiti,Underhill Real Estate,7.0,340.0
73,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-956991.html,Apartment,Inclusive,Kids area| Closed kitchen | Dishwasher | Bright,Al Juffair,Capital Governorate,2,3,"1,507 sqft / 140 sqm",28 Mar 2025,Ernest Gnanadas,Deccan Real Estate,16.0,430.0
7844,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-northern-governorate-jeblat-hebshi-940612.html,Apartment,Exclusive,Bright / Hot deal / 3 BHK / Jebalat Hebashi,Jeblat Hebshi,Northern Governorate,3,2,"1,399 sqft / 130 sqm",30 Jul 2025,Arshad Thasim,Wise Rise Real Estate,3.0,250.0
5102,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-bahrain-bay-949140.html,Apartment,Inclusive,LIXURIOUS | MAID ROOM | BALCONY | CANAL VIEW,Bahrain Bay,Capital Governorate,2+ Maid,4,"1,991 sqft / 185 sqm",27 Aug 2025,Gulnaz Amangeldinova,Glory Real Estate,14.0,700.0
6765,Rent,https://www.propertyfinder.bh/en/plp/rent/villa-for-rent-northern-governorate-saar-944036.html,Villa,Exclusive,"Lush Green Desirable Compound Villa, Sar",Saar,Northern Governorate,3+ Maid,4,"2,906 sqft / 270 sqm",9 Aug 2025,Chai Choon Fa Newman,Synergy,13.0,1400.0
9383,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-931733.html,Apartment,Inclusive,LUXURIOUS | SPASCIOUS APARTMENT | WIFI | CITYVIEWS,Al Juffair,Capital Governorate,2+ Maid,2,"1,184 sqft / 110 sqm",25 Jun 2025,Rania Properties,Rania Properties W.L.L,23.0,400.0
10794,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-northern-governorate-saar-917107.html,Apartment,Inclusive,2BR Spacious apartment in Sar,Saar,Northern Governorate,2,2,"1,345 sqft / 125 sqm",,Chai Choon Fa Newman,Synergy,5.0,360.0
1126,Rent,https://www.propertyfinder.bh/en/plp/rent/villa-for-rent-southern-governorate-riffa-north-riffa-955534.html,Villa,Exclusive,OUTDOOR MAJLIS | 4BHK + MAIDS | SPACIOUS VILLA,"North Riffa, Riffa",Southern Governorate,4+ Maid,4,"3,983 sqft / 370 sqm",22 Sep 2025,Yumna Awad,Instant Homz,5.0,1100.0
1242,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-seef-955349.html,Apartment,Inclusive,PRIME LOCATION | BALCONY | NAVY APPROVED,Seef,Capital Governorate,2,2,"1,292 sqft / 120 sqm",21 Sep 2025,Gulnaz Amangeldinova,Glory Real Estate,15.0,650.0
11619,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-mahooz-905372.html,Apartment,Exclusive,CLOSED KITCHEN II BALCONY II BRIGHT,"Mahooz, Manama",Capital Governorate,2,2,"1,184 sqft / 110 sqm",5 Mar 2025,Husain Zaman,Padrino Real Estates,3.0,220.0
2350,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-segaya-953636.html,Apartment,Inclusive,Luxury Fully Furnished 3BR Apt With Pool &amp; GYM,"Segaya, Manama",Capital Governorate,3,3,"2,045 sqft / 190 sqm",15 Sep 2025,Anu K H,4You Properties,10.0,470.0
11544,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-busaiteen-906436.html,Apartment,Exclusive,Semi-Furnished 1-Bedroom Apartment in Busaiteen,Busaiteen,Muharraq Governorate,1,2,861 sqft / 80 sqm,21 Aug 2025,Abid Siddique,Luxury Homes,2.0,250.0
6603,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-amwaj-islands-amwaj-avenue-944545.html,Apartment,Inclusive,BRAND NEW │BREATH TAKING │MODERN │BRIGHT │COZY,"Amwaj Avenue, Amwaj Islands",Muharraq Governorate,2,2,"1,335 sqft / 124 sqm",13 Aug 2025,Nardin Ali,ASK Real Estate,15.0,600.0
6781,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-943990.html,Apartment,Inclusive,Beautiful 3BHK|Housekeeping|Balcony,Al Juffair,Capital Governorate,3,3,"1,894 sqft / 176 sqm",11 Aug 2025,Shahbaz Memon,Alahmed Contracting,14.0,525.0
9770,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-928244.html,Apartment,Inclusive,luxury spacious balcony gym pool good view,Al Juffair,Capital Governorate,1,2,915 sqft / 85 sqm,4 Jun 2025,khan Mohammad khan,Al Bariq Real Estate,17.0,300.0
4359,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-busaiteen-950482.html,Apartment,Inclusive,BALCONY * AFFORDABLE PRICE! * HOMEY FEELS,Busaiteen,Muharraq Governorate,1,1,861 sqft / 80 sqm,3 Sep 2025,Carlton Real Estate,Carlton Real Estate,6.0,280.0
1344,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-seef-955219.html,Apartment,Exclusive,RENOVATED | SEA VIEWS | BALCONY | HIGH FLOOR,Seef,Capital Governorate,2,2,"1,399 sqft / 130 sqm",21 Sep 2025,Christopher Lyria,Arabian Homes Properties,16.0,822.0
14087,Rent,https://www.propertyfinder.bh/en/plp/rent/villa-for-rent-southern-governorate-durrat-al-bahrain-373794.html,Villa,Exclusive,Amazing Durrat rental 750sqm jetty,Durrat Al Bahrain,Southern Governorate,4+ Maid,6,"8,073 sqft / 750 sqm",,Yusuf Alsobaiei,Aqaratcom For Real Estate,7.0,2000.0
12247,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-al-burhama-886064.html,Apartment,Exclusive,New Building In (Burhama) With a prime location,"Al Burhama, Manama",Capital Governorate,2,2,"1,184 sqft / 110 sqm",1 Jan 2025,Mohammed Alseba,Grnata Real Estate,2.0,330.0
13512,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-northern-governorate-janabiya-771322.html,Apartment,Exclusive,flat in bu janabeiya for rent - full furnished,Janabiya,Northern Governorate,1,1,"1,076 sqft / 100 sqm",,Murtadha Al Mutawaj,Grnata,1.0,250.0
8633,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-diyar-al-muharraq-marassi-shores-residences-936222.html,Apartment,Exclusive,MARASI SHORES | LUXURY 2 BEDROOM | BEACH ACCESS,"Marassi Shores Residences, Diyar Al Muharraq",Muharraq Governorate,2,2,"1,184 sqft / 110 sqm",14 Jul 2025,khan Mohammad khan,Al Bariq Real Estate,16.0,500.0
6653,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-944392.html,Apartment,Exclusive,Luxury Studio with Views in Fontana Infinity,Al Juffair,Capital Governorate,studio,1,506 sqft / 47 sqm,12 Aug 2025,Mujtaba Mahdi,ERA Real Estate,4.0,425.0
1101,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-sanabis-955570.html,Apartment,Inclusive,▐ THE BEST▐ STUDIO BED▐ HOTDEAL▐ SANABIS BH▐,"Sanabis, Manama",Capital Governorate,studio,1,700 sqft / 65 sqm,22 Sep 2025,Thantana Real Estate,THANTANA REAL ESTATE,17.0,250.0
10830,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-segaya-916669.html,Apartment,Exclusive,2BHK Flat with EWA | Indian Families Only,"Segaya, Manama",Capital Governorate,2,1,861 sqft / 80 sqm,22 Apr 2025,Dhurgham Ali,AYS Real Estate,3.0,240.0
9161,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-933333.html,Apartment,Inclusive,Proper Design. Smartly Priced. Ready for Move-In..,Al Juffair,Capital Governorate,1,2,807 sqft / 75 sqm,1 Aug 2025,Anil Kunnikal,Pegasus Real Estate,15.0,350.0
8842,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-hidd-934982.html,Apartment,Exclusive,Unfurnished 3-Bedroom Apartment  with Sew View,Hidd,Muharraq Governorate,3,2,"1,292 sqft / 120 sqm",9 Jul 2025,Khalid Al Bushook,Seniors Real Estate,4.0,260.0
9739,Rent,https://www.propertyfinder.bh/en/plp/rent/villa-for-rent-northern-governorate-saar-928655.html,Villa,Exclusive,"4br with private pool for 800BD, Close to school,",Saar,Northern Governorate,4+ Maid,5,"4,306 sqft / 400 sqm",13 Jun 2025,Jasmine Dhakan,Americana Real Estate W.L.L,8.0,800.0
7328,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-um-al-hasam-942337.html,Apartment,Exclusive,2BHK Apartment For Rent In Um Al Hassam,"Um Al Hasam, Manama",Capital Governorate,2,2,"1,292 sqft / 120 sqm",5 Aug 2025,Sreekuttan Sreenivasan,Grnata Real Estate,2.0,200.0
7623,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-941440.html,Apartment,Inclusive,ENJOY A PARTIAL SEA VIEW FROM YOUR BALCONY,Al Juffair,Capital Governorate,1,2,721 sqft / 67 sqm,3 Aug 2025,Farhan Tariq,BHH Real Estate,17.0,350.0
988,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-diyar-al-muharraq-marassi-al-bahrain-955749.html,Apartment,Exclusive,NICE FURNITURE - BEACH ACCESS - READY - LUXURIOUS,"Marassi Al Bahrain, Diyar Al Muharraq",Muharraq Governorate,1,1,753 sqft / 70 sqm,23 Sep 2025,Husain Jaber Abdulla Zaid,HighBridge,17.0,400.0
10659,Rent,https://www.propertyfinder.bh/en/plp/rent/villa-for-rent-northern-governorate-saar-918538.html,Villa,Exclusive,"Ultra Spacious 4BR Villa+Garden,Pool,Maid roo/Saar",Saar,Northern Governorate,4+ Maid,4,"4,306 sqft / 400 sqm",29 Apr 2025,Aby N,4You Properties,8.0,850.0
2853,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-hidd-952865.html,Apartment,Exclusive,Spacious 3BHK Unfurnished | Closed kitchen,Hidd,Muharraq Governorate,3,3,"1,722 sqft / 160 sqm",13 Sep 2025,Muhammad Usman,Luxury Homes,2.0,250.0
8854,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-segaya-934942.html,Apartment,Inclusive,Modern Furnished 2BR Apt+EWA/Internet/Store Room,"Segaya, Manama",Capital Governorate,2,3,"1,292 sqft / 120 sqm",9 Jul 2025,Anu K H,4You Properties,6.0,370.0
631,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-busaiteen-956313.html,Apartment,Inclusive,STUDIO FOR RENT NEAR RCSI UNIVERSITY,Busaiteen,Muharraq Governorate,studio,1,463 sqft / 43 sqm,25 Sep 2025,Gaylee Cammayo,Bin Faqeeh,7.0,270.0
1250,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-amwaj-islands-amwaj-avenue-955339.html,Apartment,Inclusive,Bright | Open Spaces | Internet | Prime Location,"Amwaj Avenue, Amwaj Islands",Muharraq Governorate,2,2,"1,399 sqft / 130 sqm",22 Sep 2025,Sadik Ali,Agate Real Estate,15.0,350.0
3180,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-amwaj-islands-amwaj-avenue-952339.html,Apartment,Inclusive,Spacious Pocket Friendly Quick Deal Not to Miss,"Amwaj Avenue, Amwaj Islands",Muharraq Governorate,2,2,"1,399 sqft / 130 sqm",11 Sep 2025,Sushant Anand,SK Real Estate,10.0,300.0
483,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-diyar-al-muharraq-marassi-al-bahrain-956472.html,Apartment,Inclusive,BEACH ACCESS | CLOSE TO THE MALL| BRAND NEW,"Marassi Al Bahrain, Diyar Al Muharraq",Muharraq Governorate,2,2,936 sqft / 87 sqm,27 Sep 2025,Mouine Chorfi,Moueen AMC,17.0,430.0
9777,Rent,https://www.propertyfinder.bh/en/plp/rent/villa-for-rent-northern-governorate-hamala-928212.html,Villa,Exclusive,Mature compound has  3Bed Villa with large Garden,Hamala,Northern Governorate,3+ Maid,4,"3,767 sqft / 350 sqm",11 Jun 2025,Jasmine Dhakan,Americana Real Estate W.L.L,12.0,1380.0
9655,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-mahooz-929402.html,Apartment,Exclusive,Unlimited EWA | Fully Inclusive Apartment,"Mahooz, Manama",Capital Governorate,1,1,11 sqft / 1 sqm,16 Jun 2025,Brunilda Rrapa,BR Properties,5.0,300.0
3041,Rent,https://www.propertyfinder.bh/en/plp/rent/villa-for-rent-northern-governorate-hamala-952558.html,Villa,Exclusive,FULLY FURNISHED 4BHK | CHARMING SMALL COMPOUND,Hamala,Northern Governorate,4+ Maid,4,"3,767 sqft / 350 sqm",11 Sep 2025,Rolin Faouri,Instant Homz,8.0,1100.0
5011,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-diyar-al-muharraq-marassi-al-bahrain-949289.html,Apartment,Inclusive,BEST PRICE | MARASSI SHORES | BEACH ACCESS | NICE,"Marassi Al Bahrain, Diyar Al Muharraq",Muharraq Governorate,3,4,"1,722 sqft / 160 sqm",31 Aug 2025,Husain Jaber Abdulla Zaid,HighBridge,17.0,800.0
12321,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-muharraq-883642.html,Apartment,Exclusive,2BHK Flat in Muharraq | Reasonable Price,Muharraq,Muharraq Governorate,2,2,"1,292 sqft / 120 sqm",12 Jan 2025,Dhurgham Ali,AYS Real Estate,1.0,140.0
7001,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-northern-governorate-janabiya-943276.html,Apartment,Exclusive,3BR Apartment for Rent in Janabiya – BHD 350 Inc,Janabiya,Northern Governorate,3,2,"1,399 sqft / 130 sqm",8 Aug 2025,Sayed Husain Mahfoodh Ebrahim Mahfoodh,San Siro Real Estate,2.0,300.0
3274,Rent,https://www.propertyfinder.bh/en/plp/rent/villa-for-rent-central-governorate-tubli-952199.html,Villa,Exclusive,STAND ALONE | CORNER + GATED | DEN | NAVY APPR,Tubli,Central Governorate,4+ Maid,6,"7,535 sqft / 700 sqm",10 Sep 2025,Faustine Chantal,Century 21 Bahrain,12.0,1600.0
7228,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-mahooz-942589.html,Apartment,Inclusive,FULLY FURNISHED-2BHK-GYM-PARKING-INCLUSIVE BD 450/,"Mahooz, Manama",Capital Governorate,2,2,"1,507 sqft / 140 sqm",6 Aug 2025,Rajesh Kumar Chandekode Siva Sankaran,Pegasus Real Estate,9.0,450.0
3684,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-amwaj-islands-amwaj-avenue-951495.html,Apartment,Inclusive,Subsidized EWA | Closed Kitchen | Pet Friendly,"Amwaj Avenue, Amwaj Islands",Muharraq Governorate,2,2,"1,367 sqft / 127 sqm",8 Sep 2025,Charisse Villaruz,Newton Properties,8.0,380.0
6675,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-al-burhama-944346.html,Apartment,Inclusive,apartment for rent : located in Burhama,"Al Burhama, Manama",Capital Governorate,1,1,"1,076 sqft / 100 sqm",12 Aug 2025,MOHAMED ABDULLA   HAMADA ALHAYKI,Grnata Real Estate,2.0,300.0
6808,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-northern-governorate-janabiya-943860.html,Apartment,Inclusive,Luxury Fully Furnished 3BHK | Pool Gym | Balcony,Janabiya,Northern Governorate,3,2,"1,830 sqft / 170 sqm",11 Aug 2025,Alifya,Luxury Homes,6.0,550.0
13739,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-southern-governorate-riffa-al-bahair-723547.html,Apartment,Exclusive,For rent Flat in Al Buhair,"Al Bahair, Riffa",Southern Governorate,1,2,"1,076 sqft / 100 sqm",22 Aug 2023,Jaafar Hasan,Grnata,,260.0
1317,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-955251.html,Apartment,Inclusive,CITY VIEW | VERY BRIGHT &amp; SPECIOUS APARTMENT,Al Juffair,Capital Governorate,2,3,"1,184 sqft / 110 sqm",21 Sep 2025,fawad akber,Haqbaz Real Estate,9.0,400.0
3226,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-amwaj-islands-952271.html,Apartment,Exclusive,Hotel Design | Inclusive | Upscale Area,Amwaj Islands,Muharraq Governorate,2,2,"1,076 sqft / 100 sqm",10 Sep 2025,Al Lagoon Real Estate,Al Lagoon Real Estate,3.0,350.0
